"Timestamp","Age (in whole years)","Gender","Please write as many words as you can beginning with the letter ""A"".","Please write down as many different types of animal as you can.","Please write down as many swear words as you can."
"2022/10/06 6:11:47 pm CET","20","Woman","Apple
Asshole
Atheist 
Amazing
Awesome 
Antelope 
Antler 
Annoying 
Annoyed 
Amused
Amusing 
Amplify 
Arms
Armed 
Altogether 
Although 
Antithesis 
Acknowledge 
","Horse
Cat 
Dog 
Mouse
Moose
Deer
Squirrel 
Bird 
Possum 
Raccoon 
Giraffe 
Dinosaur 
Chicken 
Hen
Rooster 
Turtle 
Fox
Rabbit 
Cow
Pig 
Sheep 
","Fuck
Shit
Bitch 
Cunt 
Asshole
Dick 
Dickwad 
Fucker 
Shithole 
Crap 
"
"2022/10/06 6:11:47 pm CET","19","Woman","Apple and all are already alpha alphabet Alex among assume aware award account accounting a","Tigre elephant lion fish dog cat mouse Lepricon rat flee bear  ","Dopromisewill"
"2022/10/06 6:11:47 pm CET","21","Woman","Apple an and aim all awe abs am at ape app art ace act ache arch","Cat bat rat dog mouse lion tiger deer fish birds snakes crab cow goat leopards ","Fuck asshole motherfucker cunt bitch "
"2022/10/06 6:11:47 pm CET","21","Man","Anus, Angler, Angler, And, Analogue, Allergy, Allusive, Allure, Alan, Air, Arabic, Autistic, Alas, Asshole, Altruism, Availability","Bird, Fish, Bunny, Dog, Cat, Cow, Sheep, Bison, Sheep, Cockroach, Orangutan, Gorila, Chimpanzee, Baboon, Makak, Lion, Zebra, Giraffe","Fuck, Shit, Bitch, Cunt, Whore, Idiot, Bullshit, Asshole, Lobotomite"
"2022/10/06 6:11:47 pm CET","22","Woman","Apple
Ant
Animal 
Anomaly 
Ape
Abortion 
Anticipate 
Anthropology 
Ainsworth 
Apologize 
Arise
","Ant
Giraffe 
Gorilla
Peacock 
Hen
Lion
Tiger
Otter
Whale
Penguin
Goat
Sheep","Fuck
Shit
Bullocks 
Cunt 
Stupid
Motherfucker"
"2022/10/06 6:11:48 pm CET","23","Woman","Alias, amaurotic, angel, ally, ant, aunt, anterior, arbitary, ambituous, angular, alliance, authority, authoritarian","Giraffe, elephant, mouse, dog, cat, coala, flamingo, cow, horse, hen, ant, hamster, rabbit, crow, butterfly, panda, bear, wolf, fox, ","Cunt fuck shit wanker motherfucker cuntface shitface bitch "
"2022/10/06 6:11:48 pm CET","22","Woman","Aardvark, arch, arc, asshole, ant, American, Atlantic, Atlantis, Australia, asshat, Aladdin, axe, ass, ape, agate","Ant, aardvark, elephant, lion, dog, cat, mouse, hedgehog, bat, rat, pidgeon, bird, sparrow, mantaray, shark, seahorse, giraffe","Ass, asshat, dickhead, dickface, fuck, fucktard, twat, cunt, hell, heck, jerk, asshole, jerkface, nuthead, fuckling"
"2022/10/06 6:11:48 pm CET","22","Woman","Arse, ass, asshole","Donkey, cat, dog, rat, mouse, worm, horse, arse, bugs, chicken, rooster ","Cunt, bitch, motherfucker, fuck, cock, dick, idiot"
"2022/10/06 6:11:48 pm CET","20","Woman","adjacent all animal ancient actual annual age arrow allophone ","elephant cat dog turtle cockroach rat serpent panther lion mosquito deer mouse spider ","cunt fuck asshole dick  dumbass "
"2022/10/06 6:11:49 pm CET","22","Woman","","Rabbit cow cat dog mouse elephant giraffe wolf fox snake deer lion ","Fuck cunt asshole bitch motherfucker slut dickhead"
"2022/10/06 6:11:50 pm CET","27","Woman","arsehole ass arse and apple auckland aura aurora address autumn ape aqua accra ace ale alpha aloha ","dog cat lion tiger monkey gorilla ape snake lizard panda zebra giraffe rabbit guineapig hamster snail slug ","cunt fuck bitch dick dobber arsehole arse fucking fucked piss shit shite shitebag fanny "
"2022/10/06 6:11:50 pm CET","23","Woman","","Ribbit cat pig cow goat elephant monkey kangaroo zebra dog mouse frog sheep","我操你妈，草泥马，操你爹，操你大爷，吗了个巴子，奶奶的爪子，我靠，日你妈退钱，一巴掌把你记到墙上抠都抠不下来"
"2022/10/06 6:11:51 pm CET","22","Man","Apple able ante aunt ant abstract  apprehensive auspicious anxious ankle alley aglet Algeria angler angle anthrax asbestos abnormal agrarian ","Dog cat fish eel zebra horse lion tiger bear parrot hark falcon finch Guineapig hamster ferret shark ","Ass shit fuck cunt bitch  fiddlesticks "
"2022/10/06 6:11:53 pm CET","23","Woman","","Monkey, rabbit,cat,dog,cow,tiger,snake,sheep,","Motherfuker,bitch,loser,suck it,nerd "
"2022/10/06 6:11:54 pm CET","20","Nonbinary","As, answer, ask, any, anyone, ass, asshole, aunt, animal","Aardvark Giraffe Ant Mole Elephant Cat Dog Pillbug lizard Snake Shark Dolphin Bluewhale seaslug slug snail Frog","Ass Asshole Cunt Dick Dickhole Fuck Shit Bitch Putain "
"2022/10/06 6:11:56 pm CET","18","Man","Ant
Animal
Armadillo
Antigua
Asshole
Aunt
Andorra
Art
Apple
America
Angola
Air
Airplane
Airport
Argos
Aggravate
Aggressive 
And ","Ant
Armadillo
Anteater
Whale
Whaleshark
Shark
Clownfish
Spider
Fly
Cockroach
Cat
Dog
Parrot
Eagle
Kite
Falcon
Ocelot
Cheetah
Elephant
Rhinoceros","Fuck
Shit
Bitch
Cunt
Motherfucker
Bullshit
Horseshit
Crap
Pussy
Dickhead
Knobhead
Cocksucker"
"2022/10/06 6:11:57 pm CET","18","Woman","And are any ant apple armadillo anything about Asian acne ace ape Aberdeen aberration advert arty asteroids absynth apple ","Dog cat cow pig sheep horse frog turtle whale dolphin fish lion tiger bear polarbear llama donkey shark starfish guineapig rabbit hedgehog bird parrot snake lizzard iguana ","Shit fuck goddam bitch whore cunt  bastard motherfucker  twat"
"2022/10/06 6:11:59 pm CET","19","Woman","Arrive 
Area 
Arsenal
Arsenic 
And 
Are
Ask 
Assignments 
Amazing 
Amateur 
Awesome 
Away 
","Cat
Dog
fish 
giraffe 
elephant
mouse
eat chinchilla
gerbil
ferret
hippo
rhino
tiger
lion
snake 
hyena 
ladybird
grasshopper 
","shit
arse
cunt
fuck
bitch
dick
bollocks 
wanker 
"
"2022/10/06 6:12:23 pm CET","25","Woman","Assessment 
Apple
Alarm 
Ahead 
And
Again 
Afternoon 
Are 
After ","Raccoon 
Dog
Cat
Elephant 
Monkey ","Shit bitch fuck motherfucker"
"2022/10/06 6:12:37 pm CET","19","Woman","Argon, art, arty, artsy, ant, ants, anti, antiseptic, antisocial, antibacterial, antibiotics, always, allowed, allow, allows, arse, arsehole","Ant, anteater, bear, bee, butterfly, beaver, breadeddragon, cat, cow, chicken, chimp, dog, horse, dolphin, whale","Cunt, fuck, shit, arse, twat, bastard, piss"
